,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Fecha extrac,Enlace,Marca,Modelo,Precio,Localización,Potencia,Tipo vendedor,Categoría,Tipo de vehículo,puertas,Versión del país,Núm. de oferta,Garantía,Kilometraje,Año,Tipo de cambio,Capacidad,Otras fuentes de energía,"Consumo de combustible
2",Color exterior,Color original,Tracción,plazas,Número de marchas,Número de cilindros,Peso,Tipo de combustible,Unnamed: 29,Tipo de pintura,"Emisión de CO₂
2",Unnamed: 33,Unnamed: 35,Unnamed: 37,Unnamed: 39,Unnamed: 41,Unnamed: 43,Unnamed: 45,Unnamed: 47,Unnamed: 49,Unnamed: 51,Unnamed: 53,
418,418.0,418.0,418.0,418.0,418.0,418.0,418.0,418.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-c-200-otros-ea366954-d128-4c0b-8e87-99917eb54436,Mercedes-Benz,C 200,"€ 39.909,-",https://maps.google.com/?q=CARRETERA%20MADRID-CADIZ%2C%20KM.639%2C%2011408%20JEREZ%2C%20ES,150 kW (204 CV),Prof.,Sedán,Ocasión,4,España,10589440,24 mes,17.479 km,03/2022,Automático,1.496 cm³,,6 l/100 km (mixto),,AZUL ESPECTRAL,,5.0,9.0,,,Otros,,Metalizado,,,,,,,,,,,,,
419,419.0,419.0,419.0,419.0,419.0,419.0,419.0,419.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/ford-mondeo-2-0tdci-st-line-aut-190-diesel-gris-bc5e2c4c-9e67-45be-b9e8-f7d2e9cbdb93,Ford,Mondeo,"€ 21.800,-",https://maps.google.com/?q=C%2FALBACETE%20N%C2%BA2%2C%2028970%20HUMANES%20DE%20MADRID%2C%20ES,142 kW (193 CV),Prof.,Sedán,Ocasión,5,España,10483251,12 mes,80.000 km,04/2019,Automático,1.997 cm³,,"4,8 l/100 km (mixto)
5,3 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Gris,,Tracción delantera,5.0,8.0,4.0,1.578 kg,Diésel,,,,,,,,,,,,,,,
420,420.0,420.0,420.0,420.0,420.0,420.0,420.0,420.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-c-200-cdi-blueefficiency-204-001-diesel-negro-32a96f11-3068-47cf-b65f-0eee011764df,Mercedes-Benz,C 200,"€ 9.650,-",https://maps.google.com/?q=Calle%20de%20Galileo%20Galilei%2C%2042%2C%20Gij%C3%B3n%2C%2033392%20Gij%C3%B3n%2C%20ES,100 kW (136 CV),Prof.,Sedán,Ocasión,4,España,9043668,12 mes,193.215 km,01/2011,Manual,2.143 cm³,,"6,1 l/100 km (mixto)
8,2 l/100 km (urbano)
4,9 l/100 km (extraurbano)",Negro,Negro,,,,,,Diésel,,,,,,,,,,,,,,,
421,421.0,421.0,421.0,421.0,421.0,421.0,421.0,421.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x5-xdrive-30da-diesel-negro-953f0bad-31e1-4d70-9c81-db7a085ad365,BMW,X5,"€ 49.900,-",https://maps.google.com/?q=CTRA.%20N-340%2C%20KM.%201043%2C5%2C%2012580%20BENICARLO%2C%20ES,195 kW (265 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10916107,12 mes,158.816 km,06/2020,Automático,2.993 cm³,,"6,1 l/100 km (mixto)
6,7 l/100 km (urbano)
5,7 l/100 km (extraurbano)",Negro,Carbonschwarz,Tracción a las cuatro ruedas,5.0,8.0,6.0,2.110 kg,Diésel,,,,,,,,,,,,,,,
422,422.0,422.0,422.0,422.0,422.0,422.0,422.0,422.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/skoda-kodiaq-2-0tdi-ab-tech-sportline-4x4-dsg-147kw-diesel-negro-81384bb1-27f5-4b2e-829f-e3fc0d9f8e80,Skoda,Kodiaq,"€ 39.400,-",https://maps.google.com/?q=POL%C3%8DGONO%20MAKARRAZTEGI%2C%20CARRETERA%20NACIONAL%201%2C%20KM%20470%2C%2020180%20OYARTZUN%2C%20ES,147 kW (200 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10159574,12 mes,30.000 km,07/2022,Automático,1.968 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Negro,Negro Mágico Efecto Perla,Tracción a las cuatro ruedas,5.0,7.0,4.0,1.761 kg,Diésel,,Metalizado,,,,,,,,,,,,,
423,423.0,423.0,423.0,423.0,423.0,423.0,423.0,423.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/audi-a6-allroad-q-3-0tdi-advanced-ed-s-t-272-diesel-negro-bdfba187-a624-4e9e-bd05-897e56940490,Audi,A6 allroad,"€ 30.990,-",https://maps.google.com/?q=C%2F%20HNOS.%20GARCIA%20NOBLEJAS%2C%2026%2C%2028037%20MADRID%2C%20ES,200 kW (272 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,8156602,12 mes,110.000 km,07/2015,Automático,2.967 cm³,,"5,6 l/100 km (mixto)
6,4 l/100 km (urbano)
5,2 l/100 km (extraurbano)",Negro,Negro,Tracción a las cuatro ruedas,5.0,7.0,6.0,1.970 kg,Diésel,,,,,,,,,,,,,,,
424,424.0,424.0,424.0,424.0,424.0,424.0,424.0,424.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/kia-xceed-1-0-t-gdi-drive-gasolina-blanco-e0c3c3c3-b09f-454a-91e3-b7365fd436ea,Kia,XCeed,"€ 15.750,-1",https://maps.google.com/?q=Ctra.%20Nacional%20152A%20Km%2025.5%2C%2008403%20GRANOLLERS%2C%20ES,88 kW (120 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10726390,48 mes,55.566 km,05/2021,Manual,998 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Blanco,Blanco,Tracción delantera,5.0,6.0,3.0,1.347 kg,Gasolina,,,,,,,,,,,,,,,
425,425.0,425.0,425.0,425.0,425.0,425.0,425.0,425.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/volkswagen-t-roc-1-5-tsi-sport-gasolina-negro-2d7c6982-d465-439b-b485-0cd1842715a2,Volkswagen,T-Roc,"€ 22.870,-",https://maps.google.com/?q=CARRETERA%20DE%20MATARO%2010%2C%208903%20SANT%20ADRI%C3%80%20DE%20BES%C3%92S%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10750897,12 mes,28.919 km,06/2020,Manual,1.498 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Negro,Negro,Tracción delantera,5.0,6.0,4.0,1.330 kg,Gasolina,,,,,,,,,,,,,,,
426,426.0,426.0,426.0,426.0,426.0,426.0,426.0,426.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/volkswagen-golf-2-0-tsi-gti-clubsport-dsg-221kw-gasolina-negro-cb8b148d-7ac7-4465-a21f-b62e02098379,Volkswagen,Golf,"€ 41.900,-",https://maps.google.com/?q=AV.%20VALLES%20135B%2C%2008223%20TERRASSA%2C%20ES,221 kW (300 CV),Prof.,Coche pequeño,Ocasión,5,España,10827221,12 mes,27.250 km,03/2021,Automático,1.984 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Negro,,Tracción delantera,5.0,7.0,4.0,1.461 kg,Gasolina,,,,,,,,,,,,,,,
427,427.0,427.0,427.0,427.0,427.0,427.0,427.0,427.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/volkswagen-tiguan-1-5-tsi-life-96kw-gasolina-20e8148e-93cd-4712-89da-cc29ed2bb8a3,Volkswagen,Tiguan,"€ 20.990,-1",https://maps.google.com/?q=C.%20DINAMARCA%2C%2019%2C%2033010%20OVIEDO%2C%20ES,96 kW (131 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,9892788,12 mes,70.411 km,01/2021,Manual,1.498 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",,Granate,Tracción delantera,5.0,6.0,4.0,1.512 kg,Gasolina,,,,,,,,,,,,,,,
428,428.0,428.0,428.0,428.0,428.0,428.0,428.0,428.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-cla-200-200d-4matic-diesel-amarillo-b3e1b5ea-f584-4aa5-bc45-9a6f7b6fb760,Mercedes-Benz,CLA 200,"€ 32.900,-",https://maps.google.com/?q=Pol%C3%ADgono%20la%20Estrella%20C%2F%20Herrero%2039%2C%2041100%20CORIA%20DEL%20RIO%2C%20ES,110 kW (150 CV),Prof.,Coupé,Ocasión,4,España,10653137,12 mes,32.000 km,09/2020,Automático,1.950 cm³,,"4,5 l/100 km (mixto)
5,6 l/100 km (urbano)
3 l/100 km (extraurbano)",Amarillo,,Tracción a las cuatro ruedas,5.0,8.0,4.0,1.615 kg,Diésel,,,,,,,,,,,,,,,
429,429.0,429.0,429.0,429.0,429.0,429.0,429.0,429.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x1-sdrive-18d-diesel-negro-d02d1983-8258-449f-a1e6-2b705f6e7da7,BMW,X1,"€ 22.900,-",https://maps.google.com/?q=CTRA.%20DE%20SABIOTE%2C%20S%2FN%2C%2023400%20UBEDA%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10938102,12 mes,106.344 km,01/2020,Manual,1.995 cm³,,"4,3 l/100 km (mixto)
5 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Negro,,Tracción delantera,5.0,6.0,4.0,1.510 kg,Diésel,,,,,,,,,,,,,,,
430,430.0,430.0,430.0,430.0,430.0,430.0,430.0,430.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-a-180-180cdi-aut-diesel-blanco-76eb3831-25fb-43cb-b1f6-48a03a65b30e,Mercedes-Benz,A 180,"€ 26.190,-",https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,80 kW (109 CV),Prof.,Coche pequeño,Ocasión,5,España,10975005,12 mes,63.702 km,04/2021,Automático,1.991 cm³,,"5,2 l/100 km (mixto)
6,4 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Blanco,Blanco,Tracción delantera,5.0,1.0,4.0,1.345 kg,Diésel,,,,,,,,,,,,,,,
431,431.0,431.0,431.0,431.0,431.0,431.0,431.0,431.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/bmw-430-430ia-cabrio-gasolina-verde-07e63518-671e-4005-8a7a-9ddc5bb88c17,BMW,430,"€ 65.900,-",https://maps.google.com/?q=CTRA.%20DE%20CAMPOSANCOS%2C%20115%2C%2026213%20VIGO%2C%20ES,180 kW (245 CV),Prof.,Cabrio,Ocasión,2,España,10994634,24 mes,13.710 km,05/2022,Automático,1.998 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Verde,Sanremo Green metalizada,Tracción trasera,4.0,8.0,4.0,1.715 kg,Gasolina,,Metalizado,,,,,,,,,,,,,
432,432.0,432.0,432.0,432.0,432.0,432.0,432.0,432.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/peugeot-5008-1-2-puretech-s-s-allure-7-pl-130-gasolina-gris-94be87a9-170a-46a5-869c-e7e186c82a60,Peugeot,5008,"€ 25.450,-",https://maps.google.com/?q=C.%2F%20S%C2%B4ESPERO%2023%20POIMA%2C%2007714%20MAH%C3%93N%20-%20MENORCA%2C%20ES,96 kW (131 CV),Prof.,Monovolumen,Ocasión,5,España,9252803,12 mes,23.698 km,05/2022,Manual,1.199 cm³,,"5,4 l/100 km (mixto)
6,6 l/100 km (urbano)
4,8 l/100 km (extraurbano)",Gris,Gris,Tracción delantera,7.0,6.0,3.0,1.495 kg,Gasolina,,,,,,,,,,,,,,,
433,433.0,433.0,433.0,433.0,433.0,433.0,433.0,433.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/audi-a1-sportback-30-tfsi-black-line-s-tronic-gasolina-blanco-e79d3ddd-f4bc-4072-aed9-f629f37f923f,Audi,A1,"€ 19.000,-",https://maps.google.com/?q=TAURO%2C%2027%2C%2028042%20MADRID%2C%20ES,85 kW (116 CV),Prof.,Coche pequeño,Ocasión,5,España,11136095,12 mes,58.597 km,08/2019,Automático,999 cm³,,"4,8 l/100 km (mixto)
5,9 l/100 km (urbano)
4,2 l/100 km (extraurbano)",Blanco,Blanco,Tracción delantera,5.0,7.0,3.0,1.200 kg,Gasolina,,,,,,,,,,,,,,,
434,434.0,434.0,434.0,434.0,434.0,434.0,434.0,434.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-c-220-220d-9g-tronic-diesel-negro-a27323b2-14fc-4e61-ad53-3fb165f912af,Mercedes-Benz,C 220,"€ 51.000,-1",https://maps.google.com/?q=CTRA.LOGRO%C3%91O%2C%20KM.110%2C3%2C%2009007%20BURGOS%2C%20ES,147 kW (200 CV),Prof.,Sedán,Ocasión,4,España,10771069,24 mes,21.900 km,02/2022,Automático,1.992 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Negro,Negro Obsidiana.,Tracción trasera,5.0,9.0,4.0,1.730 kg,Diésel,,Metalizado,,,,,,,,,,,,,
435,435.0,435.0,435.0,435.0,435.0,435.0,435.0,435.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/toyota-rav-4-rav4-2-5-vvt-i-160kw-advance-auto-218-5pt-otros-gris-49806293-a411-4efa-8992-dc5555393fb1,Toyota,RAV 4,"€ 37.900,-",https://maps.google.com/?q=Pol.%20Ind.%20el%20Carralero%2C%20Cam.%20Carralero%2C%2016%2C%2028222%20MAJADAHONDA%2C%20ES,160 kW (218 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11022943,48 mes,9.343 km,11/2022,Automático,,,,Gris,Gris Grafito,,,,,,Otros,,,,,,,,,,,,,,,
436,436.0,436.0,436.0,436.0,436.0,436.0,436.0,436.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/lexus-gs-300-300h-executive-electro-gasolina-plateado-f4614f43-323b-4ec2-85d2-db6d9d55bd3a,Lexus,GS 300,"€ 26.990,-",https://maps.google.com/?q=AVDA.%20BURGOS%2C%20114%2C%2028050%20MADRID%2C%20ES,164 kW (223 CV),Prof.,Sedán,Ocasión,4,España,10961154,,114.000 km,06/2017,Automático,2.494 cm³,Corriente,"4,8 l/100 km (mixto)",Plateado,Plata,Tracción trasera,5.0,1.0,4.0,1.730 kg,,,,,,,,,,,,,,,,
437,437.0,437.0,437.0,437.0,437.0,437.0,437.0,437.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/lexus-ux-250h-business-2wd-electro-gasolina-gris-96dfe718-5f38-4352-b7fc-1cfd703cffd4,Lexus,UX 250h,"€ 25.500,-",https://maps.google.com/?q=C%2F%20MAESTRO%20RODRIGO%2C%2019%2C%2046015%20VALENCIA%2C%20ES,135 kW (184 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,9788327,24 mes,39.061 km,06/2020,Automático,1.987 cm³,Corriente,"4,1 l/100 km (mixto)",Gris,TITANIUM,Tracción delantera,5.0,1.0,4.0,1.615 kg,,,,,,,,,,,,,,,,
438,438.0,438.0,438.0,438.0,438.0,438.0,438.0,438.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x1-sdrive-20d-diesel-negro-3beca54e-cc62-4109-aeba-d765b2c32ea0,BMW,X1,"€ 15.900,-",https://maps.google.com/?q=C%2F%20JUAN%20DE%20LA%20CIERVA%20N%C2%BA%202%2C%2028936%20MOSTOLES%2C%20ES,135 kW (184 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,9311671,12 mes,161.000 km,04/2014,Manual,1.995 cm³,,"4,9 l/100 km (mixto)
5,8 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Negro,,Tracción trasera,5.0,6.0,4.0,1.490 kg,Diésel,,,,,,,,,,,,,,,
439,439.0,439.0,439.0,439.0,439.0,439.0,439.0,439.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/renault-megane-e-tech-equilibre-standard-charge-ev40-96kw-electrico-b0466935-1c81-44ca-b494-8e809892e148,Renault,Megane E-Tech,"€ 31.500,-",https://maps.google.com/?q=Avd.%20Vall%20D%27Uxo%2C%2044%2C%2012004%20Castell%C3%B3n%2C%20ES,96 kW (131 CV),Prof.,Coche pequeño,Demostración,5,España,10718118,36 mes,950 km,05/2023,Automático,,,,,,Tracción delantera,5.0,1.0,,,Eléctrico,,,0 g/km (mixto),,,,,,,,,,,,
440,440.0,440.0,440.0,440.0,440.0,440.0,440.0,440.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/audi-a3-sportback-2-0tdi-ambiente-150-diesel-7e1c080f-f212-42bb-bec9-f821e51eb5ed,Audi,A3,"€ 9.990,-",https://maps.google.com/?q=PIO%20IX%20%2C%2011%2C%2046017%20Valencia%2C%20ES,110 kW (150 CV),Prof.,Coche pequeño,Ocasión,5,España,10688301,12 mes,200.000 km,03/2013,Manual,1.968 cm³,,"4,2 l/100 km (mixto)
5 l/100 km (urbano)
3,7 l/100 km (extraurbano)",,,Tracción delantera,5.0,6.0,4.0,1.385 kg,Diésel,,,,,,,,,,,,,,,
441,441.0,441.0,441.0,441.0,441.0,441.0,441.0,441.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/kia-xceed-1-0-t-gdi-concept-gasolina-rojo-0f04c52d-77df-463e-bb24-ff5096d6ecd7,Kia,XCeed,"€ 15.990,-",https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,88 kW (120 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10902923,12 mes,41.723 km,03/2022,Manual,998 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Rojo,Rojo,Tracción delantera,5.0,6.0,3.0,1.347 kg,Gasolina,,Metalizado,,,,,,,,,,,,,
442,442.0,442.0,442.0,442.0,442.0,442.0,442.0,442.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/volkswagen-tiguan-1-5-tsi-sport-dsg-110kw-gasolina-gris-8c2fb974-7709-40db-a2f0-8451ce68f9f8,Volkswagen,Tiguan,"€ 24.890,-",https://maps.google.com/?q=HEMINGWAY%2036%20PARKING%2C%2029001%20MALAGA%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10770413,12 mes,53.187 km,01/2019,Automático,1.498 cm³,,"5,8 l/100 km (mixto)
7,5 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Gris,Gris,Tracción delantera,5.0,7.0,4.0,1.568 kg,Gasolina,,Metalizado,,,,,,,,,,,,,
443,443.0,443.0,443.0,443.0,443.0,443.0,443.0,443.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/nissan-qashqai-dig-t-103kw-140cv-mhev-4x2-acenta-electro-gasolina-blanco-6f6226e5-c60a-4e78-80f1-55a9c6bf9d06,Nissan,Qashqai,"€ 21.630,-1",https://maps.google.com/?q=AVENIDA%20CARLOS%20SAINZ%2C%2015%20LEGANES%2C%2028914%20MADRID%2C%20ES,103 kW (140 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,9833502,24 mes,11.365 km,11/2022,Manual,1.332 cm³,Corriente,"6,3 l/100 km (mixto)",Blanco,Blanco,,,,,,,,,,,,,,,,,,,,,
444,444.0,444.0,444.0,444.0,444.0,444.0,444.0,444.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/peugeot-3008-1-5-bluehdi-96kw-130cv-s-s-allure-diesel-58de12a9-bffd-46a1-a12c-e9febe56f2d8,Peugeot,3008,"€ 20.090,-1",https://maps.google.com/?q=C.%20DINAMARCA%2C%2019%2C%2033010%20OVIEDO%2C%20ES,96 kW (131 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,9569809,12 mes,43.700 km,12/2020,Manual,1.500 cm³,,"3,8 l/100 km (mixto)
4,1 l/100 km (urbano)
3,6 l/100 km (extraurbano)",,Otros,,,,,,Diésel,,,,,,,,,,,,,,,
445,445.0,445.0,445.0,445.0,445.0,445.0,445.0,445.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/volkswagen-golf-1-5-tsi-style-96kw-gasolina-gris-ec0367f8-a122-44a1-8310-8e44041a023b,Volkswagen,Golf,"€ 24.390,-",https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,96 kW (131 CV),Prof.,Coche pequeño,Ocasión,5,España,10929675,12 mes,13.059 km,10/2022,Manual,1.498 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Gris,Gris,Tracción delantera,5.0,6.0,4.0,1.315 kg,Gasolina,,Metalizado,,,,,,,,,,,,,
446,446.0,446.0,446.0,446.0,446.0,446.0,446.0,446.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/peugeot-3008-1-5-bluehdi-96kw-130cv-s-s-active-pack-diesel-gris-cc8b14b9-cc49-484a-8241-7f0516a6f247,Peugeot,3008,"€ 19.590,-",https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,96 kW (131 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11068691,12 mes,57.377 km,03/2022,Manual,1.499 cm³,,5 l/100 km (mixto),Gris,Gris,,,,,,Diésel,,Metalizado,,,,,,,,,,,,,
447,447.0,447.0,447.0,447.0,447.0,447.0,447.0,447.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/tesla-model-s-long-range-awd-electrico-gris-ce62b606-0812-4d7b-8ad0-9950cb94611f,Tesla,Model S,"€ 79.990,-",https://maps.google.com/?q=PASEO%20DE%20LA%20CASTELLANA%20230%2C%2028046%20MADRID%2C%20ES,493 kW (670 CV),Prof.,Sedán,Ocasión,5,España,11144810,12 mes,19.865 km,05/2023,Automático,,,,Gris,,Tracción a las cuatro ruedas,5.0,1.0,,2.095 kg,Eléctrico,,Metalizado,0 g/km (mixto),,,,,,,,,,,,
448,448.0,448.0,448.0,448.0,448.0,448.0,448.0,448.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x2-sdrive-18d-diesel-negro-93b4b0d9-ece6-4648-a910-23938daa29df,BMW,X2,"€ 23.890,-",https://maps.google.com/?q=Av.%20Laboral%2C%2010%2C%2028021%20MADRID%2C%20ES,110 kW (150 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,10962005,12 mes,56.725 km,09/2019,Manual,1.995 cm³,,"4,3 l/100 km (mixto)
4,9 l/100 km (urbano)
4 l/100 km (extraurbano)",Negro,Negro,Tracción delantera,5.0,6.0,4.0,1.510 kg,Diésel,,,,,,,,,,,,,,,
449,449.0,449.0,449.0,449.0,449.0,449.0,449.0,449.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/bmw-x1-sdrive-16d-diesel-marron-beabbc2c-45c0-45dd-9f57-eb07f1ee80c7,BMW,X1,"€ 10.999,-",https://maps.google.com/?q=CALLE%20DUQUE%20DE%20ALCALA%2034%2C%2041710%20UTRERA%2C%20ES,85 kW (116 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11078160,12 mes,147.439 km,09/2012,Manual,1.995 cm³,,"4,9 l/100 km (mixto)
5,7 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Marrón,,Tracción trasera,5.0,6.0,4.0,1.480 kg,Diésel,,,,,,,,,,,,,,,
450,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-glk-220-cdi-blueefficiency-aut-diesel-8217c1d7-76dc-444b-990d-de04630171f0,Mercedes-Benz,GLK 220,"€ 18.500,-",https://maps.google.com/?q=C%2F%20CASTILLA%2C%204%2C%20NAVE%209%2C%2028840%20MEJORADA%20DEL%20CAMPO%2C%20ES,125 kW (170 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11134297,12 mes,160.000 km,08/2014,Automático,2.143 cm³,,"5,6 l/100 km (mixto)
6,4 l/100 km (urbano)
5,1 l/100 km (extraurbano)",,,,,,,,Diésel,,,,,,,,,,,,,,,
451,451.0,451.0,451.0,451.0,451.0,451.0,451.0,451.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/mercedes-benz-c-220-220d-9g-tronic-diesel-azul-aafb10f1-b44e-4297-ae7a-08993e3b009a,Mercedes-Benz,C 220,"€ 45.900,-",https://maps.google.com/?q=CALLE%20ANTONIO%20HUERTAS%20REMIGIO%2058%2C%2018200%20MACARENA%2C%20ES,147 kW (200 CV),Prof.,Sedán,Ocasión,4,España,11126208,24 mes,14.100 km,11/2022,Automático,1.992 cm³,,"0 l/100 km (mixto)
0 l/100 km (urbano)
0 l/100 km (extraurbano)",Azul,AZUL ESPECTRAL,Tracción trasera,5.0,9.0,4.0,1.730 kg,Diésel,,,,,,,,,,,,,,,
452,452.0,452.0,452.0,452.0,452.0,452.0,452.0,452.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/mitsubishi-eclipse-cross-2-4-phev-kaiteki-4wd-auto-138-kw-188-cv-otros-negro-0b405c2c-d882-4515-9212-0b638d499ab8,Mitsubishi,Eclipse Cross,"€ 28.900,-",https://maps.google.com/?q=CTRA.%20LEON-%20ASTORGA%2C%20KM.%204%2C5%2C%2024010%20SAN%20ANDRES%20DEL%20RABANEDO%2C%20ES,138 kW (188 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,8829391,12 mes,16.950 km,01/2022,Automático,2.400 cm³,,,Negro,Negro Amethyst (Perlado),,,,,,Otros,,Metalizado,,,,,,,,,,,,,
453,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/peugeot-3008-hybrid-225-e-eat8-allure-otros-blanco-15c9aca2-2cd9-47ff-ac4d-6273ac6a6606,Peugeot,3008,"€ 30.300,-",https://maps.google.com/?q=C%2F%20DEL%20CABO%20RUFINO%20L%C3%81ZARO%2C8%2C%2028232%20LAS%20ROZAS%2C%20ES,165 kW (224 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11102786,12 mes,34.698 km,09/2020,Automático,1.598 cm³,,"1,3 l/100 km (mixto)",Blanco,Blanco,,,,,,Otros,,Metalizado,,,,,,,,,,,,,
454,454.0,454.0,454.0,454.0,454.0,454.0,454.0,454.0,0.0,,,,2023-11-11,https://www.autoscout24.es/anuncios/toyota-rav-4-rav4-2-5l-220h-advance-4wd-otros-blanco-cd84f7ba-6bea-4fbf-8083-9eed0e168a24,Toyota,RAV 4,"€ 25.890,-",https://maps.google.com/?q=CARRER%20QUATRE%2078%2C%2008040%20BARCELONA%2C%20ES,163 kW (222 CV),Prof.,SUV/4x4/Pickup,Ocasión,5,España,11096427,12 mes,97.714 km,07/2020,Automático,2.487 cm³,,"5,8 l/100 km (mixto)
4,5 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Blanco,Blanco,,,,,,Otros,,,,,,,,,,,,,,,
